examination_id,user_id,conclusion_id,status,created_at,updated_at,active_flag
467,83,,1,2014-06-09 01:41:50 UTC,2014-06-09 01:41:50 UTC,1
466,83,,1,2014-06-09 01:41:44 UTC,2014-06-09 01:41:44 UTC,1
465,64,,1,2014-06-07 09:41:19 UTC,2014-06-07 09:41:19 UTC,1
464,64,,1,2014-06-07 09:40:58 UTC,2014-06-07 09:40:58 UTC,1
463,79,,1,2014-06-07 09:40:46 UTC,2014-06-07 09:40:46 UTC,1
462,65,,1,2014-06-07 09:40:19 UTC,2014-06-07 09:40:19 UTC,1
461,91,,2,2014-06-07 09:38:07 UTC,2014-06-07 09:44:53 UTC,1
460,87,,1,2014-06-07 09:37:15 UTC,2014-06-07 09:37:15 UTC,1
459,39,,1,2014-06-07 09:35:32 UTC,2014-06-07 09:35:32 UTC,1
458,90,,2,2014-06-07 09:30:48 UTC,2014-06-07 09:44:28 UTC,1
457,89,,1,2014-06-07 09:28:46 UTC,2014-06-07 09:28:46 UTC,1
456,73,,1,2014-06-07 09:28:46 UTC,2014-06-07 09:28:46 UTC,1
455,88,,2,2014-06-07 09:27:23 UTC,2014-06-07 09:45:18 UTC,1
454,87,,1,2014-06-07 09:27:06 UTC,2014-06-07 09:27:06 UTC,1
453,86,,2,2014-06-07 09:24:45 UTC,2014-06-07 09:38:30 UTC,1
452,79,,1,2014-06-07 09:24:33 UTC,2014-06-07 09:24:33 UTC,1
451,85,,2,2014-06-07 09:24:05 UTC,2014-06-07 09:48:51 UTC,1
450,69,,2,2014-06-07 09:21:57 UTC,2014-06-07 09:46:00 UTC,1
449,69,,1,2014-06-07 09:21:44 UTC,2014-06-07 09:21:44 UTC,1
448,84,,2,2014-06-07 09:20:57 UTC,2014-06-07 09:28:38 UTC,1
447,12,,2,2014-06-07 09:19:05 UTC,2014-06-07 09:44:09 UTC,1
446,8,,1,2014-06-07 09:18:06 UTC,2014-06-07 09:18:06 UTC,1
445,83,,2,2014-06-07 09:16:45 UTC,2014-06-09 02:17:03 UTC,1
444,82,,2,2014-06-07 09:15:18 UTC,2014-06-07 09:22:33 UTC,1
443,80,,1,2014-06-07 09:14:31 UTC,2014-06-07 09:14:31 UTC,1
442,81,,2,2014-06-07 09:14:00 UTC,2014-06-07 09:51:57 UTC,1
441,79,,1,2014-06-07 09:12:18 UTC,2014-06-07 09:12:18 UTC,1
440,78,,1,2014-06-07 09:11:17 UTC,2014-06-07 09:11:17 UTC,1
439,78,,1,2014-06-07 09:11:15 UTC,2014-06-07 09:11:15 UTC,1
438,77,,1,2014-06-07 09:10:32 UTC,2014-06-07 09:10:32 UTC,1
437,76,,2,2014-06-07 09:01:26 UTC,2014-06-07 09:22:58 UTC,1
436,75,,1,2014-06-07 08:50:04 UTC,2014-06-07 08:50:04 UTC,1
435,74,,1,2014-06-07 08:47:31 UTC,2014-06-07 08:47:31 UTC,1
434,72,,2,2014-06-07 08:45:53 UTC,2014-06-07 09:18:23 UTC,1
433,9,,2,2014-06-07 08:44:54 UTC,2014-06-07 09:20:30 UTC,1
432,71,,1,2014-06-07 08:44:52 UTC,2014-06-07 08:44:52 UTC,1
431,20,,1,2014-06-07 08:44:49 UTC,2014-06-07 08:44:49 UTC,1
430,70,,1,2014-06-07 08:44:37 UTC,2014-06-07 08:44:37 UTC,1
429,69,,2,2014-06-07 08:44:27 UTC,2014-06-07 09:08:50 UTC,1
428,11,,2,2014-06-07 08:44:17 UTC,2014-06-07 09:12:53 UTC,1
427,68,,1,2014-06-07 08:43:47 UTC,2014-06-07 08:43:47 UTC,1
426,68,,2,2014-06-07 08:43:31 UTC,2014-06-07 09:11:19 UTC,1
425,67,,2,2014-06-07 08:41:43 UTC,2014-06-07 09:33:19 UTC,1
424,66,,1,2014-06-07 08:25:08 UTC,2014-06-07 08:25:08 UTC,1
423,64,,2,2014-06-06 09:51:16 UTC,2014-06-07 08:41:18 UTC,1
422,65,,2,2014-06-06 09:50:42 UTC,2014-06-07 08:41:14 UTC,1
421,65,,1,2014-06-04 09:55:01 UTC,2014-06-04 09:55:01 UTC,1
420,64,,1,2014-06-04 09:53:32 UTC,2014-06-04 09:53:32 UTC,1
419,65,,1,2014-06-04 09:51:48 UTC,2014-06-04 09:51:48 UTC,1
418,64,,2,2014-06-04 06:07:22 UTC,2014-06-04 09:46:06 UTC,1
417,65,,2,2014-06-04 06:07:15 UTC,2014-06-04 09:46:00 UTC,1
416,56,,1,2014-05-29 01:36:35 UTC,2014-05-29 01:36:35 UTC,1
415,43,,1,2014-05-21 05:32:17 UTC,2014-05-21 05:32:17 UTC,1
414,43,,1,2014-05-21 03:41:20 UTC,2014-05-21 03:41:20 UTC,1
413,43,,1,2014-05-21 03:41:10 UTC,2014-05-21 03:41:10 UTC,1
412,43,,1,2014-05-20 08:55:08 UTC,2014-05-20 08:55:08 UTC,1
411,62,,2,2014-05-20 04:23:46 UTC,2014-05-20 04:34:56 UTC,1
410,62,,1,2014-05-20 04:08:44 UTC,2014-05-20 04:08:44 UTC,1
409,63,,1,2014-05-20 03:39:12 UTC,2014-05-20 03:39:12 UTC,1
408,62,,1,2014-05-20 03:31:16 UTC,2014-05-20 03:31:16 UTC,1
407,61,,2,2014-05-20 03:28:46 UTC,2014-05-20 04:35:39 UTC,1
406,60,,2,2014-05-20 03:00:25 UTC,2014-05-20 04:35:23 UTC,1
405,46,,1,2014-05-16 04:24:19 UTC,2014-05-16 04:24:19 UTC,1
404,56,,1,2014-05-15 08:11:13 UTC,2014-05-15 08:11:13 UTC,1
403,55,,1,2014-05-15 07:16:51 UTC,2014-05-15 07:16:51 UTC,1
402,59,,1,2014-05-15 07:12:29 UTC,2014-05-15 07:12:29 UTC,1
401,58,,1,2014-05-15 07:09:14 UTC,2014-05-15 07:09:14 UTC,1
400,57,,1,2014-05-15 07:08:42 UTC,2014-05-15 07:08:42 UTC,1
399,56,,1,2014-05-15 07:07:58 UTC,2014-05-15 07:07:58 UTC,1
398,55,,2,2014-05-15 01:00:29 UTC,2014-05-15 06:40:21 UTC,1
397,59,,2,2014-05-15 00:58:17 UTC,2014-05-15 06:39:44 UTC,1
396,58,,2,2014-05-15 00:56:10 UTC,2014-05-15 06:39:09 UTC,1
395,57,,2,2014-05-15 00:55:22 UTC,2014-05-15 06:38:33 UTC,1
394,56,,2,2014-05-15 00:54:56 UTC,2014-05-15 06:37:57 UTC,1
393,58,,2,2014-05-13 10:03:35 UTC,2014-05-13 10:24:35 UTC,1
392,56,,2,2014-05-13 10:02:08 UTC,2014-05-13 10:24:29 UTC,1
391,57,,2,2014-05-13 10:02:03 UTC,2014-05-13 10:24:21 UTC,1
390,58,,2,2014-05-13 08:58:35 UTC,2014-05-13 09:46:32 UTC,1
389,59,,2,2014-05-13 08:58:21 UTC,2014-05-13 09:46:08 UTC,1
388,57,,2,2014-05-13 08:57:46 UTC,2014-05-13 09:46:03 UTC,1
387,56,,2,2014-05-13 08:57:35 UTC,2014-05-13 09:45:56 UTC,1
386,58,,1,2014-05-13 08:07:11 UTC,2014-05-13 08:07:11 UTC,1
385,43,,1,2014-05-12 09:32:52 UTC,2014-05-12 09:32:52 UTC,1
384,43,,1,2014-05-12 09:32:29 UTC,2014-05-12 09:32:29 UTC,1
383,56,,1,2014-05-12 06:42:52 UTC,2014-05-12 06:42:52 UTC,1
382,58,,2,2014-05-12 04:18:01 UTC,2014-05-12 06:41:04 UTC,1
381,57,,2,2014-05-12 04:03:06 UTC,2014-05-12 06:40:37 UTC,1
380,48,,1,2014-05-12 03:59:37 UTC,2014-05-12 03:59:37 UTC,1
379,48,,1,2014-05-12 03:59:30 UTC,2014-05-12 03:59:30 UTC,1
378,56,,2,2014-05-12 03:55:26 UTC,2014-05-12 06:40:03 UTC,1
377,58,,2,2014-05-12 03:09:39 UTC,2014-05-12 03:52:53 UTC,1
376,56,,2,2014-05-12 03:09:38 UTC,2014-05-12 03:52:49 UTC,1
375,57,,2,2014-05-12 03:09:38 UTC,2014-05-12 03:52:44 UTC,1
374,53,,2,2014-05-09 09:31:41 UTC,2014-05-09 09:52:58 UTC,1
373,55,,2,2014-05-09 03:19:00 UTC,2014-05-09 03:40:24 UTC,1
372,55,,1,2014-05-09 03:10:01 UTC,2014-05-09 03:10:01 UTC,1
371,55,,2,2014-05-09 02:26:39 UTC,2014-05-09 02:54:19 UTC,1
370,54,,2,2014-05-08 10:12:14 UTC,2014-05-09 02:54:15 UTC,1
369,54,,1,2014-05-06 07:19:08 UTC,2014-05-06 07:19:08 UTC,1
368,54,,2,2014-05-06 03:56:15 UTC,2014-05-06 23:35:43 UTC,1
367,54,,2,2014-05-06 03:56:06 UTC,2014-05-06 06:54:30 UTC,1
366,53,,1,2014-04-29 02:38:56 UTC,2014-04-29 02:38:56 UTC,1
365,53,,2,2014-04-29 02:08:33 UTC,2014-04-29 02:37:32 UTC,1
364,53,,1,2014-04-28 07:53:07 UTC,2014-04-28 07:53:07 UTC,1
363,52,,1,2014-04-26 07:31:57 UTC,2014-04-26 07:31:57 UTC,1
362,53,,1,2014-04-26 01:44:19 UTC,2014-04-26 01:44:19 UTC,1
361,52,,2,2014-04-25 09:03:44 UTC,2014-04-25 09:33:28 UTC,1
360,53,,2,2014-04-25 08:26:47 UTC,2014-04-25 09:32:03 UTC,1
359,47,,2,2014-04-25 06:10:26 UTC,2014-04-25 06:48:26 UTC,1
358,49,,2,2014-04-25 04:01:19 UTC,2014-04-25 04:09:21 UTC,1
357,40,,1,2014-04-25 03:27:19 UTC,2014-04-25 03:27:19 UTC,1
356,40,,1,2014-04-25 03:27:00 UTC,2014-04-25 03:27:00 UTC,1
355,50,,2,2014-04-25 03:23:08 UTC,2014-04-25 03:47:31 UTC,1
354,49,,2,2014-04-25 03:23:00 UTC,2014-04-25 03:47:26 UTC,1
353,49,,2,2014-04-24 06:34:15 UTC,2014-04-24 07:47:34 UTC,1
352,49,,1,2014-04-24 06:34:02 UTC,2014-04-24 06:34:02 UTC,1
351,50,,2,2014-04-24 06:25:13 UTC,2014-04-24 07:44:53 UTC,1
350,50,,1,2014-04-24 06:25:01 UTC,2014-04-24 06:25:01 UTC,1
349,50,,1,2014-04-24 06:24:48 UTC,2014-04-24 06:24:48 UTC,1
348,47,,1,2014-04-24 05:56:16 UTC,2014-04-24 05:56:16 UTC,1
347,49,,2,2014-04-24 02:40:46 UTC,2014-04-24 04:00:30 UTC,1
346,53,,2,2014-04-24 02:36:34 UTC,2014-04-24 03:08:11 UTC,1
345,50,,2,2014-04-24 02:31:04 UTC,2014-04-24 04:00:11 UTC,1
344,52,,2,2014-04-23 11:00:03 UTC,2014-04-23 11:03:47 UTC,1
343,52,,2,2014-04-23 09:32:30 UTC,2014-04-23 10:40:54 UTC,1
342,49,,2,2014-04-23 08:53:13 UTC,2014-04-23 09:32:17 UTC,1
341,50,,2,2014-04-23 08:28:53 UTC,2014-04-23 09:32:12 UTC,1
340,49,,2,2014-04-23 08:27:44 UTC,2014-04-23 09:32:06 UTC,1
339,47,,2,2014-04-23 08:26:52 UTC,2014-04-23 09:32:01 UTC,1
338,52,,2,2014-04-23 07:35:50 UTC,2014-04-23 09:31:41 UTC,1
337,47,,2,2014-04-23 01:53:22 UTC,2014-04-23 02:14:32 UTC,1
336,49,,2,2014-04-22 05:34:14 UTC,2014-04-23 02:14:28 UTC,1
335,50,,2,2014-04-22 05:28:19 UTC,2014-04-23 02:14:24 UTC,1
334,51,,2,2014-04-22 04:25:37 UTC,2014-04-22 04:59:49 UTC,1
333,50,,2,2014-04-22 04:24:45 UTC,2014-04-22 04:59:45 UTC,1
332,49,,2,2014-04-22 04:24:44 UTC,2014-04-22 04:59:41 UTC,1
331,47,,2,2014-04-22 04:20:05 UTC,2014-04-22 04:59:35 UTC,1
330,48,,1,2014-04-16 06:57:00 UTC,2014-04-16 06:57:00 UTC,1
329,48,,1,2014-04-16 06:29:21 UTC,2014-04-16 06:29:21 UTC,1
328,43,,1,2014-04-16 04:12:16 UTC,2014-04-16 04:12:16 UTC,1
327,45,,1,2014-04-16 02:45:44 UTC,2014-04-16 02:45:44 UTC,1
326,45,,1,2014-04-16 02:45:37 UTC,2014-04-16 02:45:37 UTC,1
325,43,,1,2014-04-16 02:29:04 UTC,2014-04-16 02:29:04 UTC,1
324,45,,1,2014-04-15 08:04:14 UTC,2014-04-15 08:04:14 UTC,1
323,45,,1,2014-04-15 07:52:57 UTC,2014-04-15 07:52:57 UTC,1
322,45,,1,2014-04-15 07:52:36 UTC,2014-04-15 07:52:36 UTC,1
321,45,,1,2014-04-15 07:52:30 UTC,2014-04-15 07:52:30 UTC,1
320,45,,1,2014-04-15 07:52:13 UTC,2014-04-15 07:52:13 UTC,1
319,43,,1,2014-04-15 06:58:28 UTC,2014-04-15 06:58:28 UTC,1
318,43,,1,2014-04-15 06:58:08 UTC,2014-04-15 06:58:08 UTC,1
317,45,,1,2014-04-15 06:52:15 UTC,2014-04-15 06:52:15 UTC,1
316,48,,1,2014-04-15 06:37:11 UTC,2014-04-15 06:37:11 UTC,1
315,46,,1,2014-04-15 06:34:25 UTC,2014-04-15 06:34:25 UTC,1
314,48,,1,2014-04-15 06:09:01 UTC,2014-04-15 06:09:01 UTC,1
313,46,,1,2014-04-15 06:08:10 UTC,2014-04-15 06:08:10 UTC,1
312,45,,1,2014-04-15 05:43:18 UTC,2014-04-15 05:43:18 UTC,1
311,45,,1,2014-04-15 04:03:34 UTC,2014-04-15 04:03:34 UTC,1
310,40,,1,2014-04-14 05:49:23 UTC,2014-04-14 05:49:23 UTC,1
309,46,,1,2014-04-13 16:53:01 UTC,2014-04-13 16:53:01 UTC,1
308,46,,2,2014-04-13 16:26:19 UTC,2014-04-14 04:50:17 UTC,1
307,46,,2,2014-04-13 16:05:50 UTC,2014-04-14 04:50:07 UTC,1
306,47,,2,2014-04-12 10:16:12 UTC,2014-04-14 04:51:13 UTC,1
305,43,,1,2014-04-12 05:01:06 UTC,2014-04-12 05:01:06 UTC,1
304,43,,2,2014-04-11 09:56:24 UTC,2014-04-11 10:46:46 UTC,1
303,46,,2,2014-04-11 09:25:48 UTC,2014-04-11 10:47:32 UTC,1
302,45,,1,2014-04-11 08:52:53 UTC,2014-04-11 08:52:53 UTC,1
301,44,,1,2014-04-11 08:44:22 UTC,2014-04-11 08:44:22 UTC,1
300,45,,1,2014-04-11 08:42:30 UTC,2014-04-11 08:42:30 UTC,1
299,43,,1,2014-04-11 08:41:53 UTC,2014-04-11 08:41:53 UTC,1
298,44,,2,2014-04-11 08:18:33 UTC,2014-04-11 09:13:46 UTC,1
297,43,,2,2014-04-11 08:15:22 UTC,2014-04-11 09:12:59 UTC,1
296,45,,1,2014-04-11 08:15:05 UTC,2014-04-11 08:15:05 UTC,1
295,46,,2,2014-04-11 07:33:18 UTC,2014-04-11 08:11:21 UTC,1
294,44,,2,2014-04-11 07:32:16 UTC,2014-04-11 07:48:35 UTC,1
293,43,,2,2014-04-11 07:18:22 UTC,2014-04-11 07:48:28 UTC,1
292,46,,2,2014-04-11 07:12:22 UTC,2014-04-11 08:11:14 UTC,1
291,45,,2,2014-04-11 07:01:50 UTC,2014-04-11 07:48:14 UTC,1
290,43,,2,2014-04-11 05:00:21 UTC,2014-04-11 06:21:45 UTC,1
289,43,,1,2014-04-11 04:32:42 UTC,2014-04-11 04:32:42 UTC,1
288,43,,1,2014-04-11 04:32:34 UTC,2014-04-11 04:32:34 UTC,1
287,44,,1,2014-04-11 04:27:41 UTC,2014-04-11 04:27:41 UTC,1
286,45,,2,2014-04-11 04:24:40 UTC,2014-04-11 06:01:26 UTC,1
285,44,,2,2014-04-11 04:22:40 UTC,2014-04-11 06:01:20 UTC,1
284,44,,1,2014-04-04 09:55:14 UTC,2014-04-04 09:55:14 UTC,1
283,44,,1,2014-04-04 09:51:36 UTC,2014-04-04 09:51:36 UTC,1
282,44,,2,2014-04-04 09:49:58 UTC,2014-04-04 10:07:20 UTC,1
281,44,,2,2014-04-04 08:10:08 UTC,2014-04-04 08:33:47 UTC,1
280,43,,2,2014-04-04 08:09:35 UTC,2014-04-04 08:33:41 UTC,1
279,43,,1,2014-04-04 06:37:07 UTC,2014-04-04 06:37:07 UTC,1
278,44,,2,2014-04-04 06:21:42 UTC,2014-04-04 06:46:33 UTC,1
277,43,,2,2014-04-04 06:15:30 UTC,2014-04-04 06:46:23 UTC,1
276,1,,2,2014-03-12 10:17:23 UTC,2014-03-12 10:23:09 UTC,1
275,42,,2,2014-03-12 08:58:42 UTC,2014-03-12 09:15:36 UTC,1
274,40,,1,2014-02-28 10:39:43 UTC,2014-02-28 10:39:43 UTC,1
273,40,,1,2014-02-28 10:34:09 UTC,2014-02-28 10:34:09 UTC,1
272,40,,2,2014-02-28 10:09:06 UTC,2014-02-28 10:32:16 UTC,1
271,40,,2,2014-02-24 09:57:54 UTC,2014-02-24 10:21:02 UTC,1
270,40,,2,2014-02-14 06:16:47 UTC,2014-02-14 07:17:50 UTC,1
269,37,,1,2014-02-07 09:41:28 UTC,2014-02-07 09:41:28 UTC,1
268,37,,1,2014-02-06 08:24:45 UTC,2014-02-06 08:24:45 UTC,1
267,37,,1,2014-02-06 08:24:41 UTC,2014-02-06 08:24:41 UTC,1
266,36,,1,2014-01-24 07:29:14 UTC,2014-01-24 07:29:14 UTC,1
265,34,,2,2014-01-24 03:00:16 UTC,2014-01-24 03:29:30 UTC,1
264,39,,2,2014-01-24 02:59:54 UTC,2014-01-24 03:28:59 UTC,1
263,35,,2,2014-01-24 02:59:44 UTC,2014-01-24 03:28:26 UTC,1
262,33,,2,2014-01-24 02:59:36 UTC,2014-01-24 03:27:40 UTC,1
261,36,,2,2014-01-24 02:59:36 UTC,2014-01-24 03:27:05 UTC,1
260,37,,2,2014-01-24 02:59:31 UTC,2014-01-24 03:26:13 UTC,1
259,34,,1,2014-01-23 07:09:20 UTC,2014-01-23 07:09:20 UTC,1
258,34,,1,2014-01-23 07:09:08 UTC,2014-01-23 07:09:08 UTC,1
257,39,,1,2014-01-23 06:41:17 UTC,2014-01-23 06:41:17 UTC,1
256,39,,1,2014-01-23 06:40:51 UTC,2014-01-23 06:40:51 UTC,1
255,33,,1,2014-01-23 06:32:55 UTC,2014-01-23 06:32:55 UTC,1
254,33,,1,2014-01-23 06:32:52 UTC,2014-01-23 06:32:52 UTC,1
253,33,,1,2014-01-23 06:32:42 UTC,2014-01-23 06:32:42 UTC,1
252,33,,1,2014-01-23 06:32:31 UTC,2014-01-23 06:32:31 UTC,1
251,33,,1,2014-01-23 06:32:20 UTC,2014-01-23 06:32:20 UTC,1
250,33,,1,2014-01-23 06:32:09 UTC,2014-01-23 06:32:09 UTC,1
249,33,,1,2014-01-23 06:31:58 UTC,2014-01-23 06:31:58 UTC,1
248,33,,1,2014-01-23 06:31:44 UTC,2014-01-23 06:31:44 UTC,1
247,35,,1,2014-01-23 06:31:04 UTC,2014-01-23 06:31:04 UTC,1
246,35,,1,2014-01-23 06:30:50 UTC,2014-01-23 06:30:50 UTC,1
245,33,,1,2014-01-23 06:30:36 UTC,2014-01-23 06:30:36 UTC,1
244,35,,1,2014-01-23 06:30:25 UTC,2014-01-23 06:30:25 UTC,1
243,36,,1,2014-01-23 06:30:13 UTC,2014-01-23 06:30:13 UTC,1
242,36,,1,2014-01-23 06:29:58 UTC,2014-01-23 06:29:58 UTC,1
241,37,,1,2014-01-23 06:22:12 UTC,2014-01-23 06:22:12 UTC,1
240,39,,1,2014-01-21 07:03:11 UTC,2014-01-21 07:03:11 UTC,1
239,39,,1,2014-01-21 07:03:03 UTC,2014-01-21 07:03:03 UTC,1
238,34,,1,2014-01-21 06:45:28 UTC,2014-01-21 06:45:28 UTC,1
237,35,,1,2014-01-21 06:44:29 UTC,2014-01-21 06:44:29 UTC,1
